고객ID,고객명,Tier,업종,손익코드,손익명,매출코드,매출명,고객소통명,25년매출,26년매출,대분류,중분류,AX구분_대,AX구분_중,AI Stack
cust046,고객 046,Tier2,대기업,A30,손익009,A32,상품011,상품_대외용_003,62693040,30285757,대분류004,중분류008,Legacy,Infra,NW Infra
cust046,고객 046,Tier2,대기업,B30,손익012,B32,상품014,상품_대외용_006,982131407,510974658,대분류004,중분류011,Legacy,Infra,NW Infra
cust046,고객 046,Tier2,대기업,B36,손익020,B36,상품030,상품_대외용_020,228958517,114840622,대분류002,중분류002,Legacy,Infra,NW Infra
cust046,고객 046,Tier2,대기업,B38,손익013,B48,상품031,상품_대외용_021,2192661,3021000,대분류004,중분류012,Legacy,Application,AI Platform
cust046,고객 046,Tier2,대기업,B38,손익013,B49,상품036,상품_대외용_007,426934467,222791649,대분류004,중분류012,Legacy,Application,AI Platform
cust046,고객 046,Tier2,대기업,B38,손익013,B38,상품015,상품_대외용_007,1835000,0,대분류004,중분류012,Legacy,Application,AI Platform
cust046,고객 046,Tier2,대기업,B50,손익021,B51,상품032,상품_대외용_022,1558351,777300,대분류002,중분류004,Legacy,Infra,NW Infra
cust046,고객 046,Tier2,대기업,D20,손익001,D21,상품016,상품_대외용_008,1193154390,833384045,대분류001,중분류001,AX,Infra,AI Infra
cust046,고객 046,Tier2,대기업,E20,손익006,E26,상품017,상품_대외용_009,470400,73000,대분류004,중분류006,Legacy,Application,Application
cust046,고객 046,Tier2,대기업,E30,손익014,E31,상품022,상품_대외용_013,0,0,대분류004,중분류013,Legacy,Application,Application
cust046,고객 046,Tier2,대기업,K10,손익015,K12,상품039,상품_대외용_014,16403256,8446080,대분류004,중분류014,Legacy,Infra,NW Infra
cust046,고객 046,Tier2,대기업,K10,손익015,K11,상품023,상품_대외용_014,150460429,81258243,대분류004,중분류014,Legacy,Infra,NW Infra
cust046,고객 046,Tier2,대기업,K10,손익015,K13,상품024,상품_대외용_014,245891838,127510661,대분류004,중분류014,Legacy,Infra,NW Infra
cust046,고객 046,Tier2,대기업,K14,손익016,K14,상품025,상품_대외용_015,85161226,109133024,대분류004,중분류014,Legacy,Infra,NW Infra
cust046,고객 046,Tier2,대기업,L10,손익017,L11,상품026,상품_대외용_016,7369878265,2635660229,대분류004,중분류015,Legacy,Infra,NW Infra
cust046,고객 046,Tier2,대기업,L30,손익022,L31,상품034,상품_대외용_024,3031936446,1531439483,대분류004,중분류015,Legacy,Infra,NW Infra
cust046,고객 046,Tier2,대기업,L30,손익022,L34,상품041,상품_대외용_016,24480000,12240000,대분류004,중분류015,Legacy,Infra,NW Infra
cust046,고객 046,Tier2,대기업,M20,손익023,M21,상품035,상품_대외용_025,5696595,2684376,대분류005,중분류017,Legacy,Infra,NW Infra
cust046,고객 046,Tier2,대기업,T12,손익026,T12,상품043,상품_대외용_030,228000,114000,대분류002,중분류004,Legacy,Application,Application
cust046,고객 046,Tier2,대기업,V10,손익018,V11,상품027,상품_대외용_017,7575324,4337129,대분류002,중분류002,Legacy,Infra,NW Infra
cust046,고객 046,Tier2,대기업,W14,손익028,W14,상품046,상품_대외용_014,12996452,6767520,대분류004,중분류014,Legacy,Infra,NW Infra
cust046,고객 046,Tier2,대기업,W14,손익028,W15,상품047,상품_대외용_014,319766,146498,대분류004,중분류014,Legacy,Infra,NW Infra
cust047,고객 047,Tier3,글로벌,B30,손익012,B32,상품014,상품_대외용_006,6926472378,3855927660,대분류004,중분류011,Legacy,Infra,NW Infra
cust021,고객 021,Tier3,온라인/IT,A30,손익009,A32,상품011,상품_대외용_003,70084807,39330130,대분류004,중분류008,Legacy,Infra,NW Infra
cust021,고객 021,Tier3,온라인/IT,A30,손익009,A31,상품048,상품_대외용_032,2729946,1392260,대분류004,중분류008,Legacy,Infra,NW Infra
cust021,고객 021,Tier3,온라인/IT,A30,손익009,A33,상품029,상품_대외용_019,40337781,16033916,대분류004,중분류008,Legacy,Infra,NW Infra
cust021,고객 021,Tier3,온라인/IT,A35,손익010,A35,상품012,상품_대외용_004,168188949,92715917,대분류003,중분류009,AX,Application,AI Model
cust021,고객 021,Tier3,온라인/IT,B30,손익012,B32,상품014,상품_대외용_006,19248000,9624000,대분류004,중분류011,Legacy,Infra,NW Infra
cust021,고객 021,Tier3,온라인/IT,B36,손익020,B36,상품030,상품_대외용_020,2880000,1693753,대분류002,중분류002,Legacy,Infra,NW Infra
cust021,고객 021,Tier3,온라인/IT,D20,손익001,D21,상품016,상품_대외용_008,2865791307,1605613679,대분류001,중분류001,AX,Infra,AI Infra
cust021,고객 021,Tier3,온라인/IT,E30,손익014,E34,상품020,상품_대외용_012,669806311,265585865,대분류004,중분류013,Legacy,Application,Application
cust021,고객 021,Tier3,온라인/IT,K10,손익015,K11,상품023,상품_대외용_014,14084970,16362505,대분류004,중분류014,Legacy,Infra,NW Infra
cust021,고객 021,Tier3,온라인/IT,K10,손익015,K13,상품024,상품_대외용_014,2933404,1136177,대분류004,중분류014,Legacy,Infra,NW Infra
cust021,고객 021,Tier3,온라인/IT,K14,손익016,K14,상품025,상품_대외용_015,2346225,0,대분류004,중분류014,Legacy,Infra,NW Infra
cust021,고객 021,Tier3,온라인/IT,L10,손익017,L11,상품026,상품_대외용_016,438889513,272591278,대분류004,중분류015,Legacy,Infra,NW Infra
cust021,고객 021,Tier3,온라인/IT,V10,손익018,V11,상품027,상품_대외용_017,3819504,1940771,대분류002,중분류002,Legacy,Infra,NW Infra
cust022,고객 022,Tier2,금융,A30,손익009,A31,상품048,상품_대외용_032,871938,1005917,대분류004,중분류008,Legacy,Infra,NW Infra
cust022,고객 022,Tier2,금융,A30,손익009,A32,상품011,상품_대외용_003,428230,214020,대분류004,중분류008,Legacy,Infra,NW Infra
cust022,고객 022,Tier2,금융,B30,손익012,B32,상품014,상품_대외용_006,140076300,63595302,대분류004,중분류011,Legacy,Infra,NW Infra
cust022,고객 022,Tier2,금융,B36,손익020,B36,상품030,상품_대외용_020,3360000,2842583,대분류002,중분류002,Legacy,Infra,NW Infra
cust022,고객 022,Tier2,금융,D20,손익001,D21,상품016,상품_대외용_008,4194027473,2592887243,대분류001,중분류001,AX,Infra,AI Infra
cust022,고객 022,Tier2,금융,E20,손익006,E25,상품019,상품_대외용_011,276000,38000,대분류004,중분류006,Legacy,Application,Application
cust022,고객 022,Tier2,금융,E30,손익014,E31,상품022,상품_대외용_013,178494439,85684261,대분류004,중분류013,Legacy,Application,Application
cust022,고객 022,Tier2,금융,E30,손익014,E32,상품021,상품_대외용_013,152587943,76950552,대분류004,중분류013,Legacy,Application,Application
cust022,고객 022,Tier2,금융,K10,손익015,K11,상품023,상품_대외용_014,6394576,3141614,대분류004,중분류014,Legacy,Infra,NW Infra
cust022,고객 022,Tier2,금융,K10,손익015,K13,상품024,상품_대외용_014,242111,142194,대분류004,중분류014,Legacy,Infra,NW Infra
cust022,고객 022,Tier2,금융,L10,손익017,L11,상품026,상품_대외용_016,346624939,219802576,대분류004,중분류015,Legacy,Infra,NW Infra
cust022,고객 022,Tier2,금융,L30,손익022,L34,상품041,상품_대외용_016,3299866364,116822000,대분류004,중분류015,Legacy,Infra,NW Infra
cust022,고객 022,Tier2,금융,M20,손익023,M21,상품035,상품_대외용_025,402000,201000,대분류005,중분류017,Legacy,Infra,NW Infra
cust022,고객 022,Tier2,금융,X10,손익019,X11,상품028,상품_대외용_018,112050000,228940000,대분류004,중분류016,Legacy,Infra,NW Infra
cust023,고객 023,Tier2,금융,A30,손익009,A32,상품011,상품_대외용_003,3627283234,1769214491,대분류004,중분류008,Legacy,Infra,NW Infra
cust023,고객 023,Tier2,금융,A30,손익009,A31,상품048,상품_대외용_032,30787788,14874219,대분류004,중분류008,Legacy,Infra,NW Infra
cust023,고객 023,Tier2,금융,A35,손익010,A35,상품012,상품_대외용_004,1085269992,559739157,대분류003,중분류009,AX,Application,AI Model
cust023,고객 023,Tier2,금융,B36,손익020,B36,상품030,상품_대외용_020,144924304,69830554,대분류002,중분류002,Legacy,Infra,NW Infra
cust023,고객 023,Tier2,금융,B36,손익020,E24,상품057,상품_대외용_020,8886780,4443390,대분류002,중분류002,Legacy,Infra,NW Infra
cust023,고객 023,Tier2,금융,B50,손익021,B51,상품032,상품_대외용_022,519000,259500,대분류002,중분류004,Legacy,Infra,NW Infra
cust023,고객 023,Tier2,금융,E20,손익006,E26,상품017,상품_대외용_009,7020,6000,대분류004,중분류006,Legacy,Application,Application
cust023,고객 023,Tier2,금융,E30,손익014,E32,상품021,상품_대외용_013,1898552,12463259,대분류004,중분류013,Legacy,Application,Application
cust023,고객 023,Tier2,금융,E30,손익014,E31,상품022,상품_대외용_013,8397903342,3254160967,대분류004,중분류013,Legacy,Application,Application
cust023,고객 023,Tier2,금융,E30,손익014,E34,상품020,상품_대외용_012,1935919643,854895256,대분류004,중분류013,Legacy,Application,Application
cust023,고객 023,Tier2,금융,E40,손익024,E41,상품037,상품_대외용_026,2145042,1072496,대분류004,중분류006,Legacy,Application,Application
cust023,고객 023,Tier2,금융,K10,손익015,K13,상품024,상품_대외용_014,5774318,2971348,대분류004,중분류014,Legacy,Infra,NW Infra
cust023,고객 023,Tier2,금융,K10,손익015,K11,상품023,상품_대외용_014,100007878,53885579,대분류004,중분류014,Legacy,Infra,NW Infra
cust023,고객 023,Tier2,금융,K14,손익016,K14,상품025,상품_대외용_015,76312730,45255077,대분류004,중분류014,Legacy,Infra,NW Infra
cust023,고객 023,Tier2,금융,L10,손익017,L11,상품026,상품_대외용_016,27044076,13522300,대분류004,중분류015,Legacy,Infra,NW Infra
cust023,고객 023,Tier2,금융,M20,손익023,M21,상품035,상품_대외용_025,2456400,1228200,대분류005,중분류017,Legacy,Infra,NW Infra
cust023,고객 023,Tier2,금융,T12,손익026,T12,상품043,상품_대외용_030,170760,85380,대분류002,중분류004,Legacy,Application,Application
cust023,고객 023,Tier2,금융,V10,손익018,V11,상품027,상품_대외용_017,3368223,1848805,대분류002,중분류002,Legacy,Infra,NW Infra
cust023,고객 023,Tier2,금융,V15,손익027,V15,상품044,상품_대외용_031,12000,6000,대분류002,중분류004,Legacy,Infra,NW Infra
cust023,고객 023,Tier2,금융,W14,손익028,W15,상품047,상품_대외용_014,2311972,1032209,대분류004,중분류014,Legacy,Infra,NW Infra
cust023,고객 023,Tier2,금융,X10,손익019,X11,상품028,상품_대외용_018,12182000,193876862,대분류004,중분류016,Legacy,Infra,NW Infra
cust048,고객 048,Tier2,금융,A30,손익009,A31,상품048,상품_대외용_032,1197724,0,대분류004,중분류008,Legacy,Infra,NW Infra
cust048,고객 048,Tier2,금융,A30,손익009,A33,상품029,상품_대외용_019,759004,0,대분류004,중분류008,Legacy,Infra,NW Infra
cust048,고객 048,Tier2,금융,A30,손익009,A32,상품011,상품_대외용_003,228966407,7450,대분류004,중분류008,Legacy,Infra,NW Infra
cust048,고객 048,Tier2,금융,A35,손익010,A35,상품012,상품_대외용_004,156913627,0,대분류003,중분류009,AX,Application,AI Model
cust048,고객 048,Tier2,금융,B30,손익012,B32,상품014,상품_대외용_006,46800000,23400000,대분류004,중분류011,Legacy,Infra,NW Infra
cust048,고객 048,Tier2,금융,B36,손익020,B36,상품030,상품_대외용_020,1992000,912000,대분류002,중분류002,Legacy,Infra,NW Infra
cust048,고객 048,Tier2,금융,D20,손익001,D21,상품016,상품_대외용_008,1589940000,794970000,대분류001,중분류001,AX,Infra,AI Infra
cust048,고객 048,Tier2,금융,E30,손익014,E31,상품022,상품_대외용_013,21158812,10445772,대분류004,중분류013,Legacy,Application,Application
cust048,고객 048,Tier2,금융,E30,손익014,E32,상품021,상품_대외용_013,1878047466,1060556938,대분류004,중분류013,Legacy,Application,Application
cust048,고객 048,Tier2,금융,E40,손익024,E41,상품037,상품_대외용_026,156000,78000,대분류004,중분류006,Legacy,Application,Application
cust048,고객 048,Tier2,금융,K10,손익015,K11,상품023,상품_대외용_014,625981659,0,대분류004,중분류014,Legacy,Infra,NW Infra
cust048,고객 048,Tier2,금융,K10,손익015,K13,상품024,상품_대외용_014,97015808,0,대분류004,중분류014,Legacy,Infra,NW Infra
cust048,고객 048,Tier2,금융,K14,손익016,K14,상품025,상품_대외용_015,475365,97655,대분류004,중분류014,Legacy,Infra,NW Infra
cust048,고객 048,Tier2,금융,L10,손익017,L11,상품026,상품_대외용_016,544326476,278429348,대분류004,중분류015,Legacy,Infra,NW Infra
cust048,고객 048,Tier2,금융,M20,손익023,M21,상품035,상품_대외용_025,0,4532976,대분류005,중분류017,Legacy,Infra,NW Infra
cust048,고객 048,Tier2,금융,W14,손익028,W15,상품047,상품_대외용_014,14564879,0,대분류004,중분류014,Legacy,Infra,NW Infra
cust049,고객 049,Tier3,금융,A30,손익009,A31,상품048,상품_대외용_032,1170740,535268,대분류004,중분류008,Legacy,Infra,NW Infra
cust049,고객 049,Tier3,금융,A30,손익009,A32,상품011,상품_대외용_003,152409255,125166861,대분류004,중분류008,Legacy,Infra,NW Infra
cust049,고객 049,Tier3,금융,A35,손익010,A35,상품012,상품_대외용_004,16012444,9975548,대분류003,중분류009,AX,Application,AI Model
cust049,고객 049,Tier3,금융,B30,손익012,B32,상품014,상품_대외용_006,804038400,402019200,대분류004,중분류011,Legacy,Infra,NW Infra
cust049,고객 049,Tier3,금융,B36,손익020,B36,상품030,상품_대외용_020,2256927,1141758,대분류002,중분류002,Legacy,Infra,NW Infra
cust049,고객 049,Tier3,금융,B38,손익013,B38,상품015,상품_대외용_007,156816000,78408000,대분류004,중분류012,Legacy,Application,AI Platform
cust049,고객 049,Tier3,금융,D20,손익001,D21,상품016,상품_대외용_008,1820676403,931437466,대분류001,중분류001,AX,Infra,AI Infra
cust049,고객 049,Tier3,금융,E30,손익014,E31,상품022,상품_대외용_013,476223719,363592752,대분류004,중분류013,Legacy,Application,Application
cust049,고객 049,Tier3,금융,E30,손익014,E32,상품021,상품_대외용_013,1282585525,688587388,대분류004,중분류013,Legacy,Application,Application
cust049,고객 049,Tier3,금융,E30,손익014,E34,상품020,상품_대외용_012,0,0,대분류004,중분류013,Legacy,Application,Application
cust049,고객 049,Tier3,금융,E40,손익024,E41,상품037,상품_대외용_026,1092000,546000,대분류004,중분류006,Legacy,Application,Application
cust049,고객 049,Tier3,금융,K10,손익015,K13,상품024,상품_대외용_014,11128564,5081777,대분류004,중분류014,Legacy,Infra,NW Infra
cust049,고객 049,Tier3,금융,K10,손익015,K11,상품023,상품_대외용_014,5700380,4835574,대분류004,중분류014,Legacy,Infra,NW Infra
cust049,고객 049,Tier3,금융,K14,손익016,K14,상품025,상품_대외용_015,12009651,5585295,대분류004,중분류014,Legacy,Infra,NW Infra
cust049,고객 049,Tier3,금융,L10,손익017,L11,상품026,상품_대외용_016,565883436,287003252,대분류004,중분류015,Legacy,Infra,NW Infra
cust049,고객 049,Tier3,금융,L30,손익022,L31,상품034,상품_대외용_024,20539508,26368432,대분류004,중분류015,Legacy,Infra,NW Infra
cust049,고객 049,Tier3,금융,V10,손익018,V11,상품027,상품_대외용_017,-900,0,대분류002,중분류002,Legacy,Infra,NW Infra
cust049,고객 049,Tier3,금융,W14,손익028,W15,상품047,상품_대외용_014,55939,41966,대분류004,중분류014,Legacy,Infra,NW Infra
cust050,고객 050,Tier3,SME,D25,손익031,D25,상품053,상품_대외용_037,0,1000000000,대분류001,중분류020,AX,Infra,AI Infra
cust024,고객 024,Tier2,대기업,A30,손익009,A31,상품048,상품_대외용_032,50666,24913,대분류004,중분류008,Legacy,Infra,NW Infra
cust024,고객 024,Tier2,대기업,A30,손익009,A32,상품011,상품_대외용_003,406316087,196293269,대분류004,중분류008,Legacy,Infra,NW Infra
cust024,고객 024,Tier2,대기업,A35,손익010,A35,상품012,상품_대외용_004,0,0,대분류003,중분류009,AX,Application,AI Model
cust024,고객 024,Tier2,대기업,A36,손익011,A36,상품013,상품_대외용_005,2264440000,0,대분류003,중분류010,AX,Application,AI Model
cust024,고객 024,Tier2,대기업,B30,손익012,B32,상품014,상품_대외용_006,52080000,26040000,대분류004,중분류011,Legacy,Infra,NW Infra
cust024,고객 024,Tier2,대기업,B36,손익020,B36,상품030,상품_대외용_020,55422514,29843496,대분류002,중분류002,Legacy,Infra,NW Infra
cust024,고객 024,Tier2,대기업,B50,손익021,B51,상품032,상품_대외용_022,78485927,37050354,대분류002,중분류004,Legacy,Infra,NW Infra
cust024,고객 024,Tier2,대기업,E20,손익006,E26,상품017,상품_대외용_009,60000,30000,대분류004,중분류006,Legacy,Application,Application
cust024,고객 024,Tier2,대기업,E20,손익006,E25,상품019,상품_대외용_011,4795372,2684195,대분류004,중분류006,Legacy,Application,Application
cust024,고객 024,Tier2,대기업,E30,손익014,E31,상품022,상품_대외용_013,235636922,109093936,대분류004,중분류013,Legacy,Application,Application
cust024,고객 024,Tier2,대기업,K10,손익015,K13,상품024,상품_대외용_014,25601208,8687558,대분류004,중분류014,Legacy,Infra,NW Infra
cust024,고객 024,Tier2,대기업,K10,손익015,K11,상품023,상품_대외용_014,158563893,70455012,대분류004,중분류014,Legacy,Infra,NW Infra
cust024,고객 024,Tier2,대기업,K14,손익016,K14,상품025,상품_대외용_015,8090390,3900626,대분류004,중분류014,Legacy,Infra,NW Infra
cust024,고객 024,Tier2,대기업,L10,손익017,L13,상품040,상품_대외용_028,8760000,4380000,대분류004,중분류015,Legacy,Infra,NW Infra
cust024,고객 024,Tier2,대기업,L10,손익017,L11,상품026,상품_대외용_016,139271400,74708646,대분류004,중분류015,Legacy,Infra,NW Infra
cust024,고객 024,Tier2,대기업,M20,손익023,M21,상품035,상품_대외용_025,5406813726,3706668833,대분류005,중분류017,Legacy,Infra,NW Infra
cust024,고객 024,Tier2,대기업,M30,손익032,M31,상품055,상품_대외용_039,0,15599697,대분류006,중분류019,Legacy,Infra,NW Infra
cust024,고객 024,Tier2,대기업,M30,손익032,M31,상품056,상품_대외용_039,31113818,0,대분류006,중분류019,Legacy,Infra,NW Infra
cust024,고객 024,Tier2,대기업,T10,손익008,T11,상품010,상품_대외용_002,237798,0,대분류002,중분류002,Legacy,Application,Application
cust024,고객 024,Tier2,대기업,T12,손익026,T12,상품043,상품_대외용_030,1064686,644792,대분류002,중분류004,Legacy,Application,Application
cust024,고객 024,Tier2,대기업,U12,손익034,U12,상품059,상품_대외용_041,3149729,0,대분류002,중분류002,Legacy,Application,Application
cust024,고객 024,Tier2,대기업,U17,손익035,U17,상품060,상품_대외용_041,123848300,375000,대분류002,중분류004,Legacy,Application,Application
cust024,고객 024,Tier2,대기업,V10,손익018,V11,상품027,상품_대외용_017,7247179,2743634,대분류002,중분류002,Legacy,Infra,NW Infra
cust024,고객 024,Tier2,대기업,V15,손익027,V16,상품045,상품_대외용_031,0,27500,대분류002,중분류004,Legacy,Infra,NW Infra
cust024,고객 024,Tier2,대기업,V15,손익027,V15,상품044,상품_대외용_031,1052562,490536,대분류002,중분류004,Legacy,Infra,NW Infra
cust024,고객 024,Tier2,대기업,W14,손익028,W15,상품047,상품_대외용_014,923265,390025,대분류004,중분류014,Legacy,Infra,NW Infra
cust051,고객 051,Tier2,대기업,A30,손익009,A31,상품048,상품_대외용_032,2147388,1073694,대분류004,중분류008,Legacy,Infra,NW Infra
cust051,고객 051,Tier2,대기업,A30,손익009,A32,상품011,상품_대외용_003,8318989,1832040,대분류004,중분류008,Legacy,Infra,NW Infra
cust051,고객 051,Tier2,대기업,A35,손익010,A35,상품012,상품_대외용_004,5281404,2283244,대분류003,중분류009,AX,Application,AI Model
cust051,고객 051,Tier2,대기업,B30,손익012,B32,상품014,상품_대외용_006,36000000,18000000,대분류004,중분류011,Legacy,Infra,NW Infra
cust051,고객 051,Tier2,대기업,B36,손익020,B36,상품030,상품_대외용_020,12185475,5227742,대분류002,중분류002,Legacy,Infra,NW Infra
cust051,고객 051,Tier2,대기업,B38,손익013,B38,상품015,상품_대외용_007,17952000,8976000,대분류004,중분류012,Legacy,Application,AI Platform
cust051,고객 051,Tier2,대기업,B50,손익021,B51,상품032,상품_대외용_022,3766680,1874340,대분류002,중분류004,Legacy,Infra,NW Infra
cust051,고객 051,Tier2,대기업,D20,손익001,D21,상품016,상품_대외용_008,7940388915,4063412238,대분류001,중분류001,AX,Infra,AI Infra
cust051,고객 051,Tier2,대기업,E20,손익006,E22,상품018,상품_대외용_010,2701500,1125000,대분류004,중분류006,Legacy,Application,Application
cust051,고객 051,Tier2,대기업,E20,손익006,E26,상품017,상품_대외용_009,48300,27100,대분류004,중분류006,Legacy,Application,Application
cust051,고객 051,Tier2,대기업,E30,손익014,E31,상품022,상품_대외용_013,1204923,601611,대분류004,중분류013,Legacy,Application,Application
cust051,고객 051,Tier2,대기업,E30,손익014,E32,상품021,상품_대외용_013,6218282,2357687,대분류004,중분류013,Legacy,Application,Application
cust051,고객 051,Tier2,대기업,E40,손익024,E41,상품037,상품_대외용_026,866494,432920,대분류004,중분류006,Legacy,Application,Application
cust051,고객 051,Tier2,대기업,K10,손익015,K13,상품024,상품_대외용_014,97392,46861,대분류004,중분류014,Legacy,Infra,NW Infra
cust051,고객 051,Tier2,대기업,K10,손익015,K11,상품023,상품_대외용_014,6242576,3095502,대분류004,중분류014,Legacy,Infra,NW Infra
cust051,고객 051,Tier2,대기업,K14,손익016,K14,상품025,상품_대외용_015,1534746540,776546702,대분류004,중분류014,Legacy,Infra,NW Infra
cust051,고객 051,Tier2,대기업,M20,손익023,M21,상품035,상품_대외용_025,12938400,6469200,대분류005,중분류017,Legacy,Infra,NW Infra
cust051,고객 051,Tier2,대기업,T12,손익026,T12,상품043,상품_대외용_030,170760,85380,대분류002,중분류004,Legacy,Application,Application
cust051,고객 051,Tier2,대기업,V10,손익018,V11,상품027,상품_대외용_017,788713,316973,대분류002,중분류002,Legacy,Infra,NW Infra
cust051,고객 051,Tier2,대기업,V15,손익027,V15,상품044,상품_대외용_031,12380,6114,대분류002,중분류004,Legacy,Infra,NW Infra
cust051,고객 051,Tier2,대기업,W14,손익028,W15,상품047,상품_대외용_014,3874,0,대분류004,중분류014,Legacy,Infra,NW Infra
cust025,고객 025,Tier1,공공,A30,손익009,A31,상품048,상품_대외용_032,1248124,624109,대분류004,중분류008,Legacy,Infra,NW Infra
cust025,고객 025,Tier1,공공,A30,손익009,A32,상품011,상품_대외용_003,790710,215088,대분류004,중분류008,Legacy,Infra,NW Infra
cust025,고객 025,Tier1,공공,B36,손익020,B36,상품030,상품_대외용_020,31123392,18063084,대분류002,중분류002,Legacy,Infra,NW Infra
cust025,고객 025,Tier1,공공,B50,손익021,B51,상품032,상품_대외용_022,3108237,1484040,대분류002,중분류004,Legacy,Infra,NW Infra
cust025,고객 025,Tier1,공공,E30,손익014,E32,상품021,상품_대외용_013,0,0,대분류004,중분류013,Legacy,Application,Application
cust025,고객 025,Tier1,공공,E30,손익014,E31,상품022,상품_대외용_013,4149328200,2042987201,대분류004,중분류013,Legacy,Application,Application
cust025,고객 025,Tier1,공공,E30,손익014,E34,상품020,상품_대외용_012,0,0,대분류004,중분류013,Legacy,Application,Application
cust025,고객 025,Tier1,공공,E40,손익024,E41,상품037,상품_대외용_026,2085699,996600,대분류004,중분류006,Legacy,Application,Application
cust025,고객 025,Tier1,공공,K10,손익015,K11,상품023,상품_대외용_014,107707077,55193679,대분류004,중분류014,Legacy,Infra,NW Infra
cust025,고객 025,Tier1,공공,K10,손익015,K13,상품024,상품_대외용_014,4349424,2126331,대분류004,중분류014,Legacy,Infra,NW Infra
cust025,고객 025,Tier1,공공,K14,손익016,K14,상품025,상품_대외용_015,940188,464689,대분류004,중분류014,Legacy,Infra,NW Infra
cust025,고객 025,Tier1,공공,L10,손익017,L11,상품026,상품_대외용_016,25455458,13950161,대분류004,중분류015,Legacy,Infra,NW Infra
cust025,고객 025,Tier1,공공,L10,손익017,L13,상품040,상품_대외용_028,46310030,19857540,대분류004,중분류015,Legacy,Infra,NW Infra
cust025,고객 025,Tier1,공공,M20,손익023,M21,상품035,상품_대외용_025,160690359,81409219,대분류005,중분류017,Legacy,Infra,NW Infra
cust025,고객 025,Tier1,공공,P10,손익036,P12,상품061,상품_대외용_042,28575438348,14432095733,대분류007,중분류022,Legacy,Infra,NW Infra
cust025,고객 025,Tier1,공공,P10,손익036,P11,상품062,상품_대외용_042,7112168586,3381498538,대분류007,중분류022,Legacy,Infra,NW Infra
cust025,고객 025,Tier1,공공,T10,손익008,T11,상품010,상품_대외용_002,963407,0,대분류002,중분류002,Legacy,Application,Application
cust025,고객 025,Tier1,공공,T12,손익026,T12,상품043,상품_대외용_030,863960,431760,대분류002,중분류004,Legacy,Application,Application
cust025,고객 025,Tier1,공공,T34,손익033,T34,상품058,상품_대외용_040,18437485291,9110413708,대분류005,중분류021,Legacy,Infra,NW Infra
cust025,고객 025,Tier1,공공,V10,손익018,V11,상품027,상품_대외용_017,116285564,57028497,대분류002,중분류002,Legacy,Infra,NW Infra
cust025,고객 025,Tier1,공공,W14,손익028,W15,상품047,상품_대외용_014,10937,6063,대분류004,중분류014,Legacy,Infra,NW Infra
cust026,고객 026,Tier2,금융,A30,손익009,A33,상품029,상품_대외용_019,185495087,81580033,대분류004,중분류008,Legacy,Infra,NW Infra
cust026,고객 026,Tier2,금융,A30,손익009,A32,상품011,상품_대외용_003,496435979,239427208,대분류004,중분류008,Legacy,Infra,NW Infra
cust026,고객 026,Tier2,금융,A30,손익009,A31,상품048,상품_대외용_032,16809028,11454720,대분류004,중분류008,Legacy,Infra,NW Infra
cust026,고객 026,Tier2,금융,A35,손익010,A35,상품012,상품_대외용_004,500738123,241580791,대분류003,중분류009,AX,Application,AI Model
cust026,고객 026,Tier2,금융,A36,손익011,A36,상품013,상품_대외용_005,85319934,104077476,대분류003,중분류010,AX,Application,AI Model
cust026,고객 026,Tier2,금융,A43,손익037,A43,상품063,상품_대외용_043,118320000,0,대분류003,중분류023,AX,Application,AI Model
cust026,고객 026,Tier2,금융,B30,손익012,B32,상품014,상품_대외용_006,860090652,427685248,대분류004,중분류011,Legacy,Infra,NW Infra
cust026,고객 026,Tier2,금융,B36,손익020,B36,상품030,상품_대외용_020,422130810,220474244,대분류002,중분류002,Legacy,Infra,NW Infra
cust026,고객 026,Tier2,금융,B36,손익020,E24,상품057,상품_대외용_020,30012000,15006000,대분류002,중분류002,Legacy,Infra,NW Infra
cust026,고객 026,Tier2,금융,B50,손익021,B51,상품032,상품_대외용_022,223572,111600,대분류002,중분류004,Legacy,Infra,NW Infra
cust026,고객 026,Tier2,금융,E20,손익006,E25,상품019,상품_대외용_011,126120934,66015783,대분류004,중분류006,Legacy,Application,Application
cust026,고객 026,Tier2,금융,E30,손익014,E31,상품022,상품_대외용_013,-7471,0,대분류004,중분류013,Legacy,Application,Application
cust026,고객 026,Tier2,금융,E40,손익024,E41,상품037,상품_대외용_026,1180344,488517,대분류004,중분류006,Legacy,Application,Application
cust026,고객 026,Tier2,금융,K10,손익015,K13,상품024,상품_대외용_014,76361192,21452436,대분류004,중분류014,Legacy,Infra,NW Infra
cust026,고객 026,Tier2,금융,K10,손익015,K11,상품023,상품_대외용_014,439963709,19378608,대분류004,중분류014,Legacy,Infra,NW Infra
cust026,고객 026,Tier2,금융,K14,손익016,K14,상품025,상품_대외용_015,51472132,22349772,대분류004,중분류014,Legacy,Infra,NW Infra
cust026,고객 026,Tier2,금융,L10,손익017,L13,상품040,상품_대외용_028,5352000,2676000,대분류004,중분류015,Legacy,Infra,NW Infra
cust026,고객 026,Tier2,금융,L10,손익017,L11,상품026,상품_대외용_016,2200187488,833287425,대분류004,중분류015,Legacy,Infra,NW Infra
cust026,고객 026,Tier2,금융,L30,손익022,L31,상품034,상품_대외용_024,264927354,138190185,대분류004,중분류015,Legacy,Infra,NW Infra
